日期,蔬菜品类,批发价格
2022-01-02,花菜类,4
2022-01-02,水生根茎类,6.1475
2022-01-03,花叶类,2.559230769
2022-01-03,辣椒类,8.869375
2022-01-03,茄类,5.625
2022-01-03,食用菌,7.04625
2022-01-03,花菜类,4.235
2022-01-03,水生根茎类,6.15
2022-01-04,花叶类,2.4932
2022-01-04,辣椒类,8.832142857
2022-01-04,茄类,5.6075
2022-01-04,食用菌,7.58625
2022-01-04,花菜类,4.14
2022-01-04,水生根茎类,6.14
2022-01-05,花叶类,2.283333333
2022-01-05,辣椒类,8.979230769
2022-01-05,茄类,6.016666667
2022-01-05,食用菌,6.955555556
2022-01-05,花菜类,4.23
2022-01-05,水生根茎类,6.135
2022-01-06,花叶类,2.226
2022-01-06,辣椒类,8.765
2022-01-06,茄类,5.626666667
2022-01-06,食用菌,6.70125
2022-01-06,花菜类,4.205
2022-01-06,水生根茎类,6.1325
2022-01-07,花叶类,2.797777778
2022-01-07,辣椒类,8.987857143
2022-01-07,茄类,5.795
2022-01-07,食用菌,6.768125
2022-01-07,花菜类,3.95
2022-01-07,水生根茎类,6.14
2022-01-08,花叶类,2.392962963
2022-01-08,辣椒类,8.228
2022-01-08,茄类,6.1575
2022-01-08,食用菌,6.538461538
2022-01-08,花菜类,3.64
2022-01-08,水生根茎类,6.145
2022-01-09,花叶类,2.3088
2022-01-09,辣椒类,8.496923077
2022-01-09,茄类,6.145
2022-01-09,食用菌,5.436470588
2022-01-09,花菜类,3.17
2022-01-09,水生根茎类,6.1375
2022-01-10,花叶类,2.258
2022-01-10,辣椒类,8.8225
2022-01-10,茄类,6.0875
2022-01-10,食用菌,6.735
2022-01-10,花菜类,3.11
2022-01-10,水生根茎类,5.516
2022-01-11,花叶类,2.304230769
2022-01-11,辣椒类,8.693
2022-01-11,茄类,6.0975
2022-01-11,食用菌,6.89625
2022-01-11,花菜类,3.23
2022-01-11,水生根茎类,5.542
2022-01-12,花叶类,2.3056
2022-01-12,辣椒类,9.029166667
2022-01-12,茄类,6.245
2022-01-12,食用菌,7.008
2022-01-12,花菜类,3.08
2022-01-12,水生根茎类,6.19
2022-01-13,花叶类,2.267307692
2022-01-13,辣椒类,8.515384615
2022-01-13,茄类,6.495
2022-01-13,食用菌,6.001111111
2022-01-13,花菜类,3.125
2022-01-13,水生根茎类,6.205
2022-01-14,花叶类,2.221153846
2022-01-14,辣椒类,7.779375
2022-01-14,茄类,6.21
2022-01-14,食用菌,5.166666667
2022-01-14,花菜类,2.95
2022-01-14,水生根茎类,5.106666667
2022-01-15,花叶类,2.217916667
2022-01-15,辣椒类,8.373333333
2022-01-15,茄类,6
2022-01-15,食用菌,5.192666667
2022-01-15,花菜类,2.95
2022-01-15,水生根茎类,5.103333333
2022-01-16,花叶类,2.229615385
2022-01-16,辣椒类,8.881428571
2022-01-16,茄类,6.256666667
2022-01-16,食用菌,5.117333333
2022-01-16,花菜类,2.98
2022-01-16,水生根茎类,5.106666667
2022-01-17,花叶类,2.2912
2022-01-17,辣椒类,8.99
2022-01-17,茄类,6.343333333
2022-01-17,食用菌,5.689375
2022-01-17,花菜类,3.025
2022-01-17,水生根茎类,6.4725
2022-01-18,花叶类,1.996666667
2022-01-18,辣椒类,8.772307692
2022-01-18,茄类,6.326666667
2022-01-18,食用菌,5.530833333
2022-01-18,花菜类,3
2022-01-18,水生根茎类,6.5
2022-01-19,花叶类,2.3392
2022-01-19,辣椒类,8.100625
2022-01-19,茄类,6.23
2022-01-19,食用菌,5.380769231
2022-01-19,花菜类,3
2022-01-19,水生根茎类,6.535
2022-01-20,花叶类,2.678695652
2022-01-20,辣椒类,8.376
2022-01-20,茄类,6.23
2022-01-20,食用菌,5.314705882
2022-01-20,花菜类,3.04
2022-01-20,水生根茎类,6.5525
2022-01-21,花叶类,2.2984
2022-01-21,辣椒类,7.559444444
2022-01-21,茄类,6.465
2022-01-21,食用菌,5.306666667
2022-01-21,花菜类,3.27
2022-01-21,水生根茎类,6.6075
2022-01-22,花叶类,3.218
2022-01-22,辣椒类,7.683076923
2022-01-22,茄类,6.5375
2022-01-22,食用菌,6.133846154
2022-01-22,花菜类,3.39
2022-01-22,水生根茎类,6.7925
2022-01-23,花叶类,3.411153846
2022-01-23,辣椒类,7.961538462
2022-01-23,茄类,8.52
2022-01-23,食用菌,6.457272727
2022-01-23,花菜类,3.77
2022-01-23,水生根茎类,7.53
2022-01-24,花叶类,3.417142857
2022-01-24,辣椒类,8.809375
2022-01-24,茄类,9.0475
2022-01-24,食用菌,6.906
2022-01-24,花菜类,4.205
2022-01-24,水生根茎类,7.8725
2022-01-25,花叶类,4.137407407
2022-01-25,辣椒类,10.49866667
2022-01-25,茄类,9.3425
2022-01-25,食用菌,6.420769231
2022-01-25,花菜类,4.36
2022-01-25,水生根茎类,7.87
2022-01-26,花叶类,4.112758621
2022-01-26,辣椒类,12.17333333
2022-01-26,茄类,9.3725
2022-01-26,食用菌,6.572666667
2022-01-26,花菜类,4.47
2022-01-26,水生根茎类,7.96
2022-01-27,花叶类,4.212592593
2022-01-27,辣椒类,12.59571429
2022-01-27,茄类,9.9875
2022-01-27,食用菌,6.886923077
2022-01-27,花菜类,4.56
2022-01-27,水生根茎类,8.01
2022-01-28,花叶类,4.376428571
2022-01-28,辣椒类,12.99571429
2022-01-28,茄类,9.99
2022-01-28,食用菌,6.63875
2022-01-28,花菜类,4.52
2022-01-28,水生根茎类,8.205
2022-01-29,花叶类,4.436666667
2022-01-29,辣椒类,12.160625
2022-01-29,茄类,10.1425
2022-01-29,食用菌,6.806153846
2022-01-29,花菜类,4.375
2022-01-29,水生根茎类,7.3
2022-01-30,花叶类,4.381111111
2022-01-30,辣椒类,12.01307692
2022-01-30,茄类,10.2375
2022-01-30,食用菌,6.648461538
2022-01-30,花菜类,4.405
2022-01-30,水生根茎类,7.286666667
2022-02-01,花叶类,4.60125
2022-02-01,辣椒类,15.628
2022-02-01,茄类,9.37
2022-02-01,食用菌,5.812727273
2022-02-01,花菜类,4.55
2022-02-01,水生根茎类,7.146666667
2022-02-02,花叶类,4.533529412
2022-02-02,辣椒类,15.236
2022-02-02,茄类,9.956666667
2022-02-02,食用菌,5.508
2022-02-02,花菜类,4.55
2022-02-02,水生根茎类,7.146666667
2022-02-03,花叶类,4.69
2022-02-03,辣椒类,13.59636364
2022-02-03,茄类,10.26666667
2022-02-03,食用菌,5.391
2022-02-03,花菜类,4.55
2022-02-03,水生根茎类,7.146666667
2022-02-04,花叶类,3.785833333
2022-02-04,辣椒类,13.16727273
2022-02-04,茄类,8.97
2022-02-04,食用菌,8.020833333
2022-02-04,花菜类,4.55
2022-02-04,水生根茎类,8.13
2022-02-05,花叶类,3.524615385
2022-02-05,辣椒类,14.64153846
2022-02-05,茄类,9.885
2022-02-05,食用菌,6.688461538
2022-02-05,花菜类,3.94
2022-02-05,水生根茎类,6.746666667
2022-02-06,花叶类,3.344782609
2022-02-06,辣椒类,13.71090909
2022-02-06,茄类,8.483333333
2022-02-06,食用菌,7.11
2022-02-06,花菜类,3.9
2022-02-06,水生根茎类,7.99
2022-02-07,花叶类,3.01
2022-02-07,辣椒类,11.81538462
2022-02-07,茄类,10.06
2022-02-07,食用菌,6.594
2022-02-07,花菜类,4.035
2022-02-07,水生根茎类,6.546666667
2022-02-08,花叶类,3.187391304
2022-02-08,辣椒类,11.355625
2022-02-08,茄类,7.99
2022-02-08,食用菌,6.742
2022-02-08,花菜类,4.455
2022-02-08,水生根茎类,6.546666667
2022-02-09,花叶类,3.194166667
2022-02-09,辣椒类,10.12533333
2022-02-09,茄类,8.353333333
2022-02-09,食用菌,6.628235294
2022-02-09,花菜类,4.275
2022-02-09,水生根茎类,7.985
2022-02-10,花叶类,3.438695652
2022-02-10,辣椒类,10.89076923
2022-02-10,茄类,8.8525
2022-02-10,食用菌,6.801666667
2022-02-10,花菜类,3.855
2022-02-10,水生根茎类,7.9775
2022-02-11,花叶类,3.723846154
2022-02-11,辣椒类,9.911428571
2022-02-11,茄类,8.42
2022-02-11,食用菌,6.602
2022-02-11,花菜类,3.85
2022-02-11,水生根茎类,6.22
2022-02-12,花叶类,3.6336
2022-02-12,辣椒类,11.31466667
2022-02-12,茄类,7.87
2022-02-12,食用菌,5.9925
2022-02-12,花菜类,3.93
2022-02-12,水生根茎类,6.016666667
2022-02-13,花叶类,3.642608696
2022-02-13,辣椒类,10.87
2022-02-13,茄类,6.2275
2022-02-13,食用菌,5.997142857
2022-02-13,花菜类,4.115
2022-02-13,水生根茎类,5.3775
2022-02-14,花叶类,2.825454545
2022-02-14,辣椒类,10.589375
2022-02-14,茄类,5.96
2022-02-14,食用菌,6.103571429
2022-02-14,花菜类,4.22
2022-02-14,水生根茎类,7.4825
2022-02-15,花叶类,2.945652174
2022-02-15,辣椒类,9.791538462
2022-02-15,茄类,7.1475
2022-02-15,食用菌,5.398571429
2022-02-15,花菜类,4.155
2022-02-15,水生根茎类,5.3775
2022-02-16,花叶类,2.881578947
2022-02-16,辣椒类,11.57615385
2022-02-16,茄类,6.705
2022-02-16,食用菌,5.64
2022-02-16,花菜类,4.2
2022-02-16,水生根茎类,6.856
2022-02-17,花叶类,2.574444444
2022-02-17,辣椒类,9.801333333
2022-02-17,茄类,5.943333333
2022-02-17,食用菌,6.300714286
2022-02-17,花菜类,4.265
2022-02-17,水生根茎类,6.856
2022-02-18,花叶类,3.375454545
2022-02-18,辣椒类,9.482222222
2022-02-18,茄类,5.956666667
2022-02-18,食用菌,5.66
2022-02-18,花菜类,4.325
2022-02-18,水生根茎类,6.86
2022-02-19,花叶类,3.495454545
2022-02-19,辣椒类,8.696111111
2022-02-19,茄类,5.946666667
2022-02-19,食用菌,6.457142857
2022-02-19,花菜类,4.35
2022-02-19,水生根茎类,6.708
2022-02-20,花叶类,3.676666667
2022-02-20,辣椒类,8.826923077
2022-02-20,茄类,7.916666667
2022-02-20,食用菌,6.513571429
2022-02-20,花菜类,4.355
2022-02-20,水生根茎类,7.52
2022-02-21,花叶类,3.903
2022-02-21,辣椒类,8.513333333
2022-02-21,茄类,8.163333333
2022-02-21,食用菌,7.126923077
2022-02-21,花菜类,4.405
2022-02-21,水生根茎类,8.44
2022-02-22,花叶类,3.739
2022-02-22,辣椒类,8.032352941
2022-02-22,茄类,8.243333333
2022-02-22,食用菌,7.245384615
2022-02-22,花菜类,4.46
2022-02-22,水生根茎类,6.25
2022-02-23,花叶类,3.955416667
2022-02-23,辣椒类,7.987777778
2022-02-23,茄类,9.0575
2022-02-23,食用菌,6.497857143
2022-02-23,花菜类,4.515
2022-02-23,水生根茎类,8.483333333
2022-02-24,花叶类,3.624
2022-02-24,辣椒类,7.484117647
2022-02-24,茄类,8.34
2022-02-24,食用菌,6.487142857
2022-02-24,花菜类,5.11
2022-02-24,水生根茎类,8.93
2022-02-25,花叶类,4.180434783
2022-02-25,辣椒类,8.443571429
2022-02-25,茄类,8.15
2022-02-25,食用菌,5.741428571
2022-02-25,花菜类,5.235
2022-02-25,水生根茎类,8.663333333
2022-02-26,花叶类,4.878181818
2022-02-26,辣椒类,7.815882353
2022-02-26,茄类,8.4575
2022-02-26,食用菌,5.623333333
2022-02-26,花菜类,5.395
2022-02-26,水生根茎类,8.653333333
2022-02-27,花叶类,3.154
2022-02-27,辣椒类,8.864666667
2022-02-27,茄类,9.065
2022-02-27,食用菌,5.343333333
2022-02-27,花菜类,5.675
2022-02-27,水生根茎类,8.82
2022-02-28,花叶类,4.726818182
2022-02-28,辣椒类,8.964444444
2022-02-28,茄类,8.4025
2022-02-28,食用菌,7.075714286
2022-02-28,花菜类,5.855
2022-02-28,水生根茎类,8.79
2022-03-01,花叶类,4.676363636
2022-03-01,辣椒类,8.9495
2022-03-01,茄类,9.445
2022-03-01,食用菌,6.279166667
2022-03-01,花菜类,5.94
2022-03-01,水生根茎类,8.776666667
2022-03-02,花叶类,4.994166667
2022-03-02,辣椒类,8.15
2022-03-02,茄类,9.2375
2022-03-02,食用菌,6.486428571
2022-03-02,花菜类,6.6
2022-03-02,水生根茎类,8.733333333
2022-03-03,花叶类,4.72826087
2022-03-03,辣椒类,9.875625
2022-03-03,茄类,10.1
2022-03-03,食用菌,6.072
2022-03-03,花菜类,5.8
2022-03-03,水生根茎类,6.05
2022-03-04,花叶类,5.030833333
2022-03-04,辣椒类,8.536842105
2022-03-04,茄类,9.6
2022-03-04,食用菌,5.623846154
2022-03-04,花菜类,5.795
2022-03-04,水生根茎类,8.22
2022-03-05,花叶类,5.903333333
2022-03-05,辣椒类,8.971363636
2022-03-05,茄类,9.6775
2022-03-05,食用菌,5.793125
2022-03-05,花菜类,5.73
2022-03-05,水生根茎类,8.223333333
2022-03-06,花叶类,5.857083333
2022-03-06,辣椒类,9.311363636
2022-03-06,茄类,9.92
2022-03-06,食用菌,6.05
2022-03-06,花菜类,5.26
2022-03-06,水生根茎类,8.385
2022-03-07,花叶类,4.097142857
2022-03-07,辣椒类,8.113
2022-03-07,茄类,9.9625
2022-03-07,食用菌,5.567857143
2022-03-07,花菜类,5.015
2022-03-07,水生根茎类,7.906666667
2022-03-08,食用菌,6.63625
2022-03-08,花叶类,3.905714286
2022-03-08,辣椒类,8.925714286
2022-03-08,茄类,10.0075
2022-03-08,花菜类,4.23
2022-03-08,水生根茎类,7.92
2022-03-09,食用菌,5.891875
2022-03-09,花叶类,3.831111111
2022-03-09,辣椒类,8.855789474
2022-03-09,茄类,10.0175
2022-03-09,花菜类,3.83
2022-03-09,水生根茎类,7.923333333
2022-03-10,食用菌,6.143076923
2022-03-10,花叶类,5.315714286
2022-03-10,辣椒类,9.6885
2022-03-10,茄类,10.055
2022-03-10,花菜类,3.83
2022-03-10,水生根茎类,7.92
2022-03-11,食用菌,6.358333333
2022-03-11,花叶类,4.903913043
2022-03-11,辣椒类,9.984705882
2022-03-11,茄类,10.1875
2022-03-11,花菜类,6.526666667
2022-03-11,水生根茎类,6.15
2022-03-12,食用菌,5.937333333
2022-03-12,花叶类,4.073809524
2022-03-12,辣椒类,9.037368421
2022-03-12,茄类,10.115
2022-03-12,花菜类,7.023333333
2022-03-12,水生根茎类,7.91
2022-03-13,食用菌,6.808823529
2022-03-13,花叶类,4.032307692
2022-03-13,辣椒类,9.800526316
2022-03-13,茄类,9.595
2022-03-13,花菜类,4.9
2022-03-13,水生根茎类,7.646666667
2022-03-14,食用菌,7.504375
2022-03-14,花叶类,4.879354839
2022-03-14,辣椒类,9.313157895
2022-03-14,茄类,9.95
2022-03-14,花菜类,4.9
2022-03-14,水生根茎类,6.15
2022-03-15,花叶类,4.700344828
2022-03-15,食用菌,6.673333333
2022-03-15,辣椒类,9.6145
2022-03-15,茄类,9.27
2022-03-15,花菜类,4.785
2022-03-15,水生根茎类,7.326666667
2022-03-16,花叶类,5.760666667
2022-03-16,食用菌,7.335882353
2022-03-16,辣椒类,9.11173913
2022-03-16,茄类,8.865
2022-03-16,花菜类,6.953333333
2022-03-16,水生根茎类,6.15
2022-03-17,食用菌,7.043125
2022-03-17,花叶类,4.987878788
2022-03-17,辣椒类,9.191666667
2022-03-17,茄类,8.8525
2022-03-17,花菜类,7
2022-03-17,水生根茎类,7.303333333
2022-03-18,花叶类,5.146129032
2022-03-18,食用菌,6.378125
2022-03-18,辣椒类,8.279375
2022-03-18,茄类,9.0125
2022-03-18,花菜类,6.973333333
2022-03-18,水生根茎类,9.195
2022-03-19,花叶类,5.48
2022-03-19,食用菌,7.365333333
2022-03-19,辣椒类,8.700555556
2022-03-19,茄类,9.0625
2022-03-19,花菜类,4.57
2022-03-19,水生根茎类,6.15
2022-03-20,花叶类,7.011034483
2022-03-20,食用菌,7.495384615
2022-03-20,辣椒类,9.142666667
2022-03-20,茄类,8.9325
2022-03-20,花菜类,4.76
2022-03-20,水生根茎类,7.183333333
2022-03-21,花叶类,6.092
2022-03-21,食用菌,6.685
2022-03-21,辣椒类,7.947333333
2022-03-21,茄类,8.7825
2022-03-21,花菜类,5.175
2022-03-21,水生根茎类,6.15
2022-03-22,花叶类,5.987037037
2022-03-22,食用菌,6.67
2022-03-22,辣椒类,9.618461538
2022-03-22,茄类,8.9925
2022-03-22,花菜类,4.85
2022-03-22,水生根茎类,6.15
2022-03-23,花叶类,5.29
2022-03-23,食用菌,5.978571429
2022-03-23,辣椒类,8.615625
2022-03-23,茄类,8.88
2022-03-23,花菜类,5.155
2022-03-23,水生根茎类,7.01
2022-03-24,花叶类,5.343103448
2022-03-24,食用菌,5.771
2022-03-24,辣椒类,9.034
2022-03-24,茄类,9.9375
2022-03-24,花菜类,5.13
2022-03-24,水生根茎类,6.21
2022-03-25,花叶类,6.055517241
2022-03-25,食用菌,6.056428571
2022-03-25,辣椒类,9.235
2022-03-25,茄类,9.92
2022-03-25,花菜类,5.17
2022-03-25,水生根茎类,6.72
2022-03-26,花叶类,5.289259259
2022-03-26,食用菌,7.123076923
2022-03-26,辣椒类,10.82153846
2022-03-26,茄类,10.23
2022-03-26,花菜类,5.13
2022-03-26,水生根茎类,6.72
2022-03-27,花叶类,5.465862069
2022-03-27,食用菌,6.526
2022-03-27,辣椒类,10.04625
2022-03-27,茄类,10.24333333
2022-03-27,花菜类,5.125
2022-03-27,水生根茎类,6.315
2022-03-28,花叶类,6.387037037
2022-03-28,食用菌,6.66
2022-03-28,辣椒类,10.13866667
2022-03-28,茄类,9.8575
2022-03-28,花菜类,4.795
2022-03-28,水生根茎类,6.95
2022-03-29,花叶类,6.458518519
2022-03-29,食用菌,7.026875
2022-03-29,辣椒类,8.976666667
2022-03-29,茄类,9.8675
2022-03-29,花菜类,4.795
2022-03-29,水生根茎类,7.71
2022-03-30,花叶类,5.594666667
2022-03-30,食用菌,6.122142857
2022-03-30,辣椒类,9.938947368
2022-03-30,茄类,10.56666667
2022-03-30,花菜类,4.805
2022-03-30,水生根茎类,9.6125
2022-03-31,花叶类,5.027241379
2022-03-31,食用菌,6.570769231
2022-03-31,辣椒类,10.36857143
2022-03-31,茄类,10.83666667
2022-03-31,花菜类,4.81
2022-03-31,水生根茎类,7.82
2022-04-01,花叶类,4.309259259
2022-04-01,食用菌,8.132857143
2022-04-01,辣椒类,9.995555556
2022-04-01,茄类,10.10333333
2022-04-01,花菜类,5.11
2022-04-01,水生根茎类,4.22
2022-04-02,花叶类,5.5578125
2022-04-02,食用菌,7.023571429
2022-04-02,辣椒类,9.944117647
2022-04-02,茄类,10.205
2022-04-02,花菜类,5.15
2022-04-02,水生根茎类,7.82
2022-04-03,花叶类,5.525
2022-04-03,食用菌,6.535
2022-04-03,辣椒类,10.85111111
2022-04-03,茄类,11.69666667
2022-04-03,花菜类,5.315
2022-04-03,水生根茎类,8.21
2022-04-04,花叶类,5.576785714
2022-04-04,食用菌,7.086153846
2022-04-04,辣椒类,10.72142857
2022-04-04,茄类,10.935
2022-04-04,花菜类,5.475
2022-04-04,水生根茎类,6.25
2022-04-05,花叶类,5.381851852
2022-04-05,食用菌,6.756666667
2022-04-05,辣椒类,11.44
2022-04-05,茄类,10.585
2022-04-05,花菜类,5.555
2022-04-05,水生根茎类,6.25
2022-04-06,花叶类,6.475151515
2022-04-06,食用菌,6.691666667
2022-04-06,辣椒类,9.413157895
2022-04-06,茄类,10.2275
2022-04-06,花菜类,5.555
2022-04-06,水生根茎类,8.23
2022-04-07,花叶类,5.047333333
2022-04-07,食用菌,6.265333333
2022-04-07,辣椒类,9.3325
2022-04-07,茄类,9.5175
2022-04-07,花菜类,5.46
2022-04-07,水生根茎类,6.25
2022-04-08,花叶类,5.404
2022-04-08,食用菌,6.441538462
2022-04-08,辣椒类,9.167777778
2022-04-08,茄类,9.5125
2022-04-08,花菜类,5.805
2022-04-08,水生根茎类,8.416666667
2022-04-09,花叶类,5.353636364
2022-04-09,食用菌,6.392
2022-04-09,辣椒类,9.710666667
2022-04-09,茄类,9.6875
2022-04-09,花菜类,6.02
2022-04-09,水生根茎类,8.376666667
2022-04-10,花叶类,5.327272727
2022-04-10,食用菌,6.603076923
2022-04-10,辣椒类,9.687647059
2022-04-10,茄类,9.9
2022-04-10,花菜类,6.1
2022-04-10,水生根茎类,7.5375
2022-04-11,花叶类,4.462758621
2022-04-11,食用菌,6.166666667
2022-04-11,辣椒类,11.53
2022-04-11,茄类,9.1575
2022-04-11,花菜类,6.08
2022-04-11,水生根茎类,4.963333333
2022-04-12,花叶类,5.773428571
2022-04-12,食用菌,6.543333333
2022-04-12,辣椒类,8.722222222
2022-04-12,茄类,9.3875
2022-04-12,花菜类,6.005
2022-04-12,水生根茎类,6.45
2022-04-13,花叶类,5.271666667
2022-04-13,食用菌,6.248125
2022-04-13,辣椒类,10.215
2022-04-13,茄类,8.5525
2022-04-13,花菜类,6.005
2022-04-13,水生根茎类,6.45
2022-04-14,花叶类,5.948387097
2022-04-14,食用菌,5.236153846
2022-04-14,辣椒类,10.72
2022-04-14,茄类,8.2025
2022-04-14,花菜类,5.83
2022-04-14,水生根茎类,8.413333333
2022-04-15,花叶类,5.351666667
2022-04-15,食用菌,7.045384615
2022-04-15,辣椒类,9.434
2022-04-15,茄类,8.405
2022-04-15,花菜类,6.345
2022-04-15,水生根茎类,8.45
2022-04-16,花叶类,4.673428571
2022-04-16,食用菌,6.53375
2022-04-16,辣椒类,8.193157895
2022-04-16,茄类,8.27
2022-04-16,花菜类,6.335
2022-04-16,水生根茎类,8.7
2022-04-17,花叶类,5.4196
2022-04-17,食用菌,6.593571429
2022-04-17,辣椒类,8.104666667
2022-04-17,茄类,7.56
2022-04-17,花菜类,6.42
2022-04-17,水生根茎类,6.48
2022-04-18,食用菌,6.505
2022-04-18,花叶类,3.979
2022-04-18,辣椒类,8.719230769
2022-04-18,茄类,6.81
2022-04-18,花菜类,6.54
2022-04-18,水生根茎类,8.693333333
2022-04-19,花叶类,4.411212121
2022-04-19,食用菌,7.034666667
2022-04-19,辣椒类,8.464375
2022-04-19,茄类,6.6775
2022-04-19,花菜类,6.735
2022-04-19,水生根茎类,9.82
2022-04-20,花叶类,4.71375
2022-04-20,食用菌,6.838333333
2022-04-20,辣椒类,8.27
2022-04-20,茄类,6.6775
2022-04-20,花菜类,7.185
2022-04-20,水生根茎类,12.662
2022-04-21,食用菌,7.043076923
2022-04-21,花叶类,3.89875
2022-04-21,辣椒类,8.326666667
2022-04-21,茄类,6.5975
2022-04-21,花菜类,8.93
2022-04-21,水生根茎类,8.696666667
2022-04-22,花叶类,4.048823529
2022-04-22,食用菌,6.482142857
2022-04-22,辣椒类,8.206666667
2022-04-22,茄类,6.97
2022-04-22,花菜类,7.195
2022-04-22,水生根茎类,12.664
2022-04-23,花叶类,4.323333333
2022-04-23,食用菌,7.229230769
2022-04-23,辣椒类,8.249411765
2022-04-23,茄类,6.6325
2022-04-23,花菜类,7.46
2022-04-23,水生根茎类,9.8825
2022-04-24,食用菌,7.172307692
2022-04-24,花叶类,3.744642857
2022-04-24,辣椒类,8.175882353
2022-04-24,茄类,6.6475
2022-04-24,花菜类,7.105
2022-04-24,水生根茎类,18.535
2022-04-25,花叶类,3.906666667
2022-04-25,食用菌,7.517692308
2022-04-25,水生根茎类,15.63166667
2022-04-25,辣椒类,8.662142857
2022-04-25,茄类,6.605
2022-04-25,花菜类,5.76
2022-04-26,食用菌,8.211538462
2022-04-26,花叶类,3.403548387
2022-04-26,辣椒类,5.757142857
2022-04-26,茄类,6.5875
2022-04-26,花菜类,6.863333333
2022-04-26,水生根茎类,17.446
2022-04-27,食用菌,7.068125
2022-04-27,花叶类,3.748518519
2022-04-27,辣椒类,6.676666667
2022-04-27,茄类,6.555
2022-04-27,花菜类,6.446666667
2022-04-27,水生根茎类,17.476
2022-04-28,食用菌,6.760714286
2022-04-28,花叶类,3.738666667
2022-04-28,辣椒类,7.008125
2022-04-28,茄类,6.59
2022-04-28,花菜类,6.296666667
2022-04-28,水生根茎类,9.7125
2022-04-29,食用菌,7.47
2022-04-29,花叶类,3.258965517
2022-04-29,辣椒类,5.788947368
2022-04-29,茄类,6.595
2022-04-29,花菜类,6.276666667
2022-04-29,水生根茎类,18.5275
2022-04-30,食用菌,7.459285714
2022-04-30,花叶类,3.472222222
2022-04-30,辣椒类,8.420625
2022-04-30,茄类,6.66
2022-04-30,花菜类,6.103333333
2022-04-30,水生根茎类,18.4925
2022-05-01,食用菌,6.170909091
2022-05-01,花叶类,3.905217391
2022-05-01,辣椒类,10.43
2022-05-01,茄类,6.695
2022-05-01,花菜类,3.91
2022-05-01,水生根茎类,16.065
2022-05-02,食用菌,6.395714286
2022-05-02,花叶类,4.5815
2022-05-02,辣椒类,10.993
2022-05-02,茄类,6.2575
2022-05-02,花菜类,3.74
2022-05-02,水生根茎类,15.0175
2022-05-03,食用菌,6.420909091
2022-05-03,花叶类,4.082222222
2022-05-03,辣椒类,10.99181818
2022-05-03,茄类,6.372
2022-05-03,花菜类,3.815
2022-05-03,水生根茎类,15.0125
2022-05-04,食用菌,5.406363636
2022-05-04,花叶类,4.71
2022-05-04,辣椒类,11.85636364
2022-05-04,茄类,7.7475
2022-05-04,花菜类,3.765
2022-05-04,水生根茎类,15.015
2022-05-05,食用菌,7.733333333
2022-05-05,花叶类,4.058888889
2022-05-05,辣椒类,13.37333333
2022-05-05,茄类,7.168
2022-05-05,花菜类,3.62
2022-05-05,水生根茎类,15.445
2022-05-06,食用菌,7.071428571
2022-05-06,花叶类,4.646666667
2022-05-06,辣椒类,13.805
2022-05-06,茄类,8.123333333
2022-05-06,花菜类,2.455
2022-05-06,水生根茎类,14.04
2022-05-07,食用菌,6.080769231
2022-05-07,花叶类,4.075
2022-05-07,辣椒类,12.979
2022-05-07,茄类,6.305
2022-05-07,花菜类,2.34
2022-05-07,水生根茎类,13.9
2022-05-08,食用菌,5.858181818
2022-05-08,花叶类,4.098888889
2022-05-08,辣椒类,13.46888889
2022-05-08,茄类,6.676
2022-05-08,花菜类,2.905
2022-05-08,水生根茎类,13.9
2022-05-09,食用菌,5.954615385
2022-05-09,花叶类,4.5175
2022-05-09,辣椒类,12.179
2022-05-09,茄类,6.474
2022-05-09,花菜类,3.7
2022-05-09,水生根茎类,15.07
2022-05-10,食用菌,7.184615385
2022-05-10,花叶类,4.601
2022-05-10,辣椒类,11.99
2022-05-10,茄类,6.33
2022-05-10,花菜类,2.955
2022-05-10,水生根茎类,13.832
2022-05-11,食用菌,6.468461538
2022-05-11,花叶类,4.508
2022-05-11,辣椒类,11.653
2022-05-11,茄类,6.422
2022-05-11,花菜类,3.41
2022-05-11,水生根茎类,13.498
2022-05-12,食用菌,6.650833333
2022-05-12,花叶类,4.798235294
2022-05-12,辣椒类,11.747
2022-05-12,茄类,6.73
2022-05-12,花菜类,3.61
2022-05-12,水生根茎类,13.504
2022-05-13,食用菌,6.252857143
2022-05-13,花叶类,4.408888889
2022-05-13,辣椒类,12.216
2022-05-13,茄类,6.174
2022-05-13,花菜类,3.765
2022-05-13,水生根茎类,10.754
2022-05-14,食用菌,6.976428571
2022-05-14,花叶类,3.965882353
2022-05-14,辣椒类,13.30909091
2022-05-14,茄类,5.834
2022-05-14,花菜类,3.87
2022-05-14,水生根茎类,12.498
2022-05-15,食用菌,8.075
2022-05-15,花叶类,3.775789474
2022-05-15,辣椒类,13.96333333
2022-05-15,茄类,5.904
2022-05-15,花菜类,4.015
2022-05-15,水生根茎类,16
2022-05-16,食用菌,6.143076923
2022-05-16,花叶类,3.938
2022-05-16,辣椒类,7.724444444
2022-05-16,茄类,6.036
2022-05-16,花菜类,3.94
2022-05-16,水生根茎类,13.7675
2022-05-17,食用菌,6.139285714
2022-05-17,花叶类,3.955882353
2022-05-17,辣椒类,11.60777778
2022-05-17,茄类,5.742
2022-05-17,花菜类,4.255
2022-05-17,水生根茎类,12.7425
2022-05-18,食用菌,6.097857143
